
Bill,1071.54,09-08-2010
Automotive,-30.62,07-01-2014
Insurance,3941.7,06-11-2014
Medical,1661.7,10-06-2013
Insurance,-43.23,01-03-2015
Item,9441.77,09-10-2011
Bill,-8729.81,07-19-2016
Bill,-5310.78,04-19-2011
Fuel,-3826.71,04-06-2015
Games,-9188.1,04-04-2015
Groceries,-2481.82,09-07-2011
Item,-6611.21,11-25-2016
Item,-2543.05,06-05-2018
Games,-7560.8,04-15-2017
Insurance,3302.63,11-05-2010
Supplies,-6186.08,04-05-2017
Games,7803.15,10-26-2017
Insurance,-9468.08,05-03-2010
Supplies,8462.58,01-30-2016
Automotive,4393.76,05-28-2017
Games,-1095.18,02-19-2017
Groceries,207.36,02-17-2018
Gift,6376.46,09-17-2011
Fuel,-9659.07,04-02-2017
Fuel,-4387.26,06-30-2016
Insurance,-3985.94,07-20-2011
Fuel,-5709.48,11-14-2018
Bill,7754.63,02-22-2018
Gift,-423.45,11-12-2010
Services,3852.51,10-19-2011
Fuel,818.75,02-19-2017
Games,-439.08,01-08-2015
Medical,8759.79,07-10-2013
Services,-2577.49,03-13-2017
Automotive,-3127.9,10-16-2014
Services,-9314.34,09-19-2018
Item,-7817.23,09-20-2014
Gift,-3358.44,01-02-2013
Services,-502.32,01-01-2017
Gift,8234.82,01-28-2014
Insurance,9031.94,07-06-2015
Gift,2920.29,07-07-2010
Games,-543.87,11-30-2017
Automotive,3960.36,05-02-2010
Office,-815.21,11-16-2015
Supplies,-3253.07,01-15-2011
Insurance,2838.08,02-12-2018
Insurance,-9080.69,10-22-2017
Medical,-1765.66,10-04-2015
Office,6724.84,01-01-2010
Fuel,-5381.67,06-09-2014
Medical,3987.06,12-21-2018
Groceries,4257.52,05-06-2013
Services,-3977.11,07-08-2016
Fuel,7768.79,03-01-2017
Office,-5234.83,01-01-2014
Automotive,5856.82,11-30-2015
Medical,2140.32,05-06-2015
Gift,-4600.7,06-23-2011
Automotive,-4572.27,07-23-2017
Services,-8585.19,04-09-2013
Insurance,8954.0,02-03-2013
Groceries,-4632.42,03-29-2017
Bill,-6820.8,05-07-2018
Services,-1963.74,02-28-2018
Groceries,6207.32,07-19-2016
Services,6897.77,04-12-2015
Fuel,7250.66,04-08-2016
Item,5312.74,05-22-2017
Fuel,916.38,08-29-2011
Insurance,6969.16,08-10-2018
Games,-6259.74,03-06-2018
Supplies,-6170.27,08-25-2016
Services,7610.75,09-01-2015
Groceries,584.81,02-09-2014
Gift,107.52,12-23-2013
Services,-8753.51,02-16-2018
Fuel,-107.82,12-04-2010
Services,3502.03,06-03-2017
Gift,-9239.9,11-25-2016
Bill,-186.01,10-01-2014
Fuel,-5513.75,02-25-2013
Services,-1395.35,02-06-2017
Gift,7925.58,05-13-2010
Gift,-1643.53,02-17-2017
Games,778.25,07-23-2013
Supplies,7819.59,12-14-2010
Games,-2120.42,02-16-2017
Gift,-972.83,06-27-2016
Automotive,3766.06,01-16-2013
Office,327.61,09-19-2017
Services,1605.62,09-17-2018
Games,-5440.7,11-08-2010
Office,-3570.76,10-16-2014
Insurance,-5208.62,01-18-2018
Groceries,1090.91,01-24-2010
Gift,-4732.06,02-06-2015
Automotive,-1295.3,03-05-2015
Supplies,8420.94,07-07-2010
Medical,7716.18,02-11-2015
Supplies,6719.25,07-06-2010
Automotive,-5423.9,12-03-2016
Insurance,-1080.09,03-18-2013
Gift,-2423.41,12-28-2017
Supplies,-1231.87,12-29-2013
Office,6225.27,02-16-2013
Office,-3296.94,12-06-2017
Groceries,74.76,04-27-2012
Item,4575.82,01-14-2011
Games,4760.34,12-07-2018
Games,-5751.3,03-26-2011
Groceries,-9244.44,02-25-2018
Automotive,4254.14,01-18-2015
Groceries,-9273.07,11-12-2012
Insurance,7046.89,07-26-2010
Supplies,7106.65,01-15-2017
Gift,-8057.03,03-22-2014
Bill,4424.82,01-15-2014
Item,6327.28,11-24-2016
Item,-3072.74,03-24-2015
Insurance,-2587.0,06-15-2018
Office,5994.17,07-15-2015
Gift,7597.86,12-11-2017
Automotive,2871.88,04-05-2010
Fuel,-6304.19,02-13-2015
Insurance,-1698.32,04-29-2012
Bill,998.68,03-22-2012
Bill,3904.27,09-08-2015
Supplies,-9221.51,05-25-2011
Office,-8151.5,11-04-2013
Item,9572.27,10-12-2014
Bill,-5348.84,08-23-2017
Insurance,-7939.8,03-26-2015
Games,-9761.98,10-04-2015
Automotive,-224.98,05-17-2013
Insurance,7024.04,08-25-2011
Bill,-4946.83,07-12-2013
Bill,7183.26,08-01-2016
Fuel,4901.58,06-11-2010
Automotive,4981.09,03-08-2011
Groceries,-9279.04,09-30-2015
Gift,-8400.15,04-02-2010
Groceries,-3433.11,08-24-2017
Item,-7069.57,04-14-2013
Services,-3118.32,01-17-2010
Fuel,-3978.02,02-24-2018
Gift,-8011.76,06-29-2014
Fuel,-8970.35,01-03-2016
Gift,-9735.68,06-30-2017
Automotive,-4604.81,06-03-2018
Automotive,-4467.88,10-19-2011
Item,6515.62,04-19-2010
Supplies,-908.77,10-25-2010
Services,8241.24,03-07-2018
Services,1838.79,12-07-2013
Item,9202.25,04-14-2011
Insurance,3470.23,03-24-2015
Fuel,-9743.32,08-10-2017
Item,-5190.47,06-27-2016
Insurance,1413.08,08-18-2011
Insurance,4414.66,10-08-2016
Medical,1598.26,05-19-2011
Games,1839.74,06-10-2010
Supplies,-2130.78,10-29-2013
Office,3970.14,07-29-2010
Fuel,-6575.55,07-30-2012
Automotive,5903.35,01-13-2016
Groceries,-567.8,05-03-2018
Services,8711.8,10-02-2012
Games,-3295.82,01-13-2017
Insurance,-558.13,05-21-2016
Services,-3894.79,02-27-2016
Services,6785.87,11-13-2014
Services,6869.87,12-21-2011
Item,3483.89,12-03-2015
Gift,9325.09,04-06-2010
Bill,-5295.19,10-11-2015
Item,1583.5,04-14-2016
Insurance,-6981.33,11-26-2010
Bill,1331.2,04-27-2015
Games,4265.23,12-11-2012
Fuel,5700.85,07-24-2016
Supplies,5370.04,10-22-2010
Medical,276.47,10-02-2014
Supplies,2242.96,09-26-2018
Item,7460.28,11-10-2011
Services,2164.39,07-19-2016
Supplies,-6250.32,10-02-2012
Automotive,5929.97,07-26-2016
Item,-7010.88,07-06-2013
Automotive,7459.39,02-26-2015
Supplies,-9493.13,09-07-2017
Games,-3887.31,06-22-2013
Fuel,2411.78,07-22-2014
Fuel,-5302.47,08-05-2010
Games,463.77,10-19-2017
Automotive,-4248.22,06-22-2012
Services,160.42,08-08-2012
Gift,3371.39,12-01-2018
Services,-3619.85,02-19-2014
Office,-2591.66,09-01-2016
Gift,-5469.76,07-07-2013
Services,-7364.86,11-30-2013
Fuel,-2829.34,12-21-2018
Games,5371.74,03-14-2010
Insurance,-2912.07,10-27-2013
Medical,3569.31,05-11-2018
Groceries,-7594.26,11-04-2012
Insurance,9479.42,12-28-2010
Office,1233.22,11-17-2017
